user_id,playtime_forever,genres,user_url
76561197970982479,6,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Free to Play', 'Indie', 'RPG', 'Strategy']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,7,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Action', 'Adventure', 'Casual']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Action', 'Indie', 'Casual', 'Sports']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Action', 'Adventure', 'Simulation']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Free to Play', 'Indie', 'Simulation', 'Sports']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Free to Play', 'Indie', 'Simulation', 'Sports']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,4733,"['Free to Play', 'Indie', 'Simulation', 'Sports']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,1853,"['Casual', 'Indie', 'Racing', 'Simulation']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,333,"['Action', 'Indie', 'Simulation', 'Early Access']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,75,['Casual'],http://steamcommunity.com/profiles/76561197970982479
76561197970982479,338,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Casual', 'Indie']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,2,"['Casual', 'Indie', 'Simulation']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,286,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,2685,"['Free to Play', 'Indie', 'Simulation', 'Sports']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,633,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Free to Play', 'Indie', 'Simulation', 'Sports']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,696,"['Early Access', 'Indie', 'VR']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Early Access', 'Action', 'Adventure', 'Indie', 'Casual']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,37,"['Action', 'Adventure', 'Indie']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Early Access', 'Strategy', 'Action', 'Indie', 'Casual', 'VR']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,168,"['Racing', 'Simulation', 'Sports']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,173,"['Racing', 'Simulation', 'Sports']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,323,"['Action', 'Indie']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,692,"['Design & Illustration', 'Tutorial']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Action', 'Indie', 'Racing']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,['Action'],http://steamcommunity.com/profiles/76561197970982479
76561197970982479,1185,"['Action', 'Indie', 'RPG']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,477,"['Action', 'Indie', 'VR']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,115,"['Casual', 'Indie', 'Strategy']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,['Action'],http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Casual', 'Indie', 'Simulation']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,28,"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Strategy']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Adventure', 'Casual', 'Indie']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,31,"['Action', 'Free to Play', 'Strategy']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Action', 'Adventure', 'RPG']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,195,"['Adventure', 'Casual', 'Indie', 'RPG']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,513,['Strategy'],http://steamcommunity.com/profiles/76561197970982479
76561197970982479,1061,['Strategy'],http://steamcommunity.com/profiles/76561197970982479
76561197970982479,1613,"['Action', 'Indie', 'RPG']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,186,['Strategy'],http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,271,"['Adventure', 'Free to Play', 'RPG', 'Early Access']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,445,"['Early Access', 'Indie', 'Action', 'VR']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,10006,"['Action', 'Indie', 'Strategy', 'Early Access']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,4413,"['Action', 'Adventure', 'Indie', 'RPG']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Casual', 'Strategy', 'Early Access']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Action', 'Indie']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,53,['Education'],http://steamcommunity.com/profiles/76561197970982479
76561197970982479,199,"['Action', 'Adventure', 'Casual']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,25,"['Simulation', 'Sports', 'Casual', 'Indie', 'Golf', 'VR']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,570,"['Adventure', 'Casual', 'Free to Play', 'Indie']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,['Action'],http://steamcommunity.com/profiles/76561197970982479
76561197970982479,940,"['Indie', 'Strategy']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,110,"['Action', 'Indie', 'RPG']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,5,"['Indie', 'Simulation']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,782,['Racing'],http://steamcommunity.com/profiles/76561197970982479
76561197970982479,77,"['Casual', 'Indie']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,437,"['Casual', 'Indie']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,503,['Strategy'],http://steamcommunity.com/profiles/76561197970982479
76561197970982479,1474,['Strategy'],http://steamcommunity.com/profiles/76561197970982479
76561197970982479,0,"['Adventure', 'RPG']",http://steamcommunity.com/profiles/76561197970982479
76561197970982479,3061,['Racing'],http://steamcommunity.com/profiles/76561197970982479
